common_name,ra_current,dec_current,coords_sexagesimal,distance,,,,,,,,
Gaia DR3 3316315777351970304,88.87791167,3.313606095,05h55m30.70s +03d18m48.98s,48.99721883,,,,,,,,
Gaia DR3 5615004401860083328,114.6322822,-25.21273835,07h38m31.75s -25d12m45.86s,48.99845047,,,,,,,,
Gaia DR3 3567720347993144960,180.5461406,-17.20822659,12h02m11.07s -17d12m29.62s,48.99861819,,,,,,,,
Gaia DR3 4284886496686609536,279.1287127,6.374444149,18h36m30.89s +06d22m28.00s,49.00015775,,,,,,,,
Gaia DR3 WD_Unknown_ID,181.7323346,-13.89836883,12h06m55.76s -13d53m54.13s,49.00087222,,,,,,,,
Gaia DR3 3682069110605228544,190.0015028,-3.534188476,12h40m00.36s -03d32m03.08s,49.00189294,,,,,,,,
Gaia DR3 2716106428586177280,340.4109012,8.67536844,22h41m38.62s +08d40m31.33s,49.00350433,,,,,,,,
Gaia DR3 2084350862869550336,303.1146043,47.86668687,20h12m27.51s +47d52m00.07s,49.00421511,,,,,,,,
Gaia DR3 5177889980806893440,40.95193672,-6.798738523,02h43m48.46s -06d47m55.46s,49.00467202,,,,,,,,
Gaia DR3 2988305826422644224,79.41762056,-13.52017837,05h17m40.23s -13d31m12.64s,49.00548127,,,,,,,,
Gaia DR3 3352137964975002112,99.6852176,12.14657688,06h38m44.45s +12d08m47.68s,49.00622601,,,,,,,,
Gaia DR3 6765627235662304000,290.584484,-27.91630635,19h22m20.28s -27d54m58.70s,49.00655929,,,,,,,,
Gaia DR3 WD_Unknown_ID,326.9673039,-8.409147785,21h47m52.15s -08d24m32.93s,49.00687566,,,,,,,,
Gaia DR3 2365392082233625472,4.386419185,-19.05111557,00h17m32.74s -19d03m04.02s,49.00764701,,,,,,,,
Gaia DR3 6029036878439141504,256.4210205,-29.74349278,17h05m41.04s -29d44m36.57s,49.00887166,,,,,,,,
Gaia DR3 4275853935620920832,273.6485383,1.318728984,18h14m35.65s +01d19m07.42s,49.00966867,,,,,,,,
Gaia DR3 2795445095997674752,9.449056686,19.75506574,00h37m47.77s +19d45m18.24s,49.0100336,,,,,,,,
Gaia DR3 435594556668606464,50.21323123,48.54822372,03h20m51.18s +48d32m53.61s,49.01015416,,,,,,,,
Gaia DR3 4347089545936528512,240.3443748,-8.588681818,16h01m22.65s -08d35m19.25s,49.01100918,,,,,,,,
Gaia DR3 4059635803000869248,262.5541832,-28.55774569,17h30m13.00s -28d33m27.88s,49.01102277,,,,,,,,
Gaia DR3 218455127735056256,59.14175786,33.3777263,03h56m34.02s +33d22m39.81s,49.01108191,,,,,,,,
Gaia DR3 1184763674880576768,221.8245597,12.97869584,14h47m17.89s +12d58m43.31s,49.01259531,,,,,,,,
Gaia DR3 2605008891792917248,343.4661036,-10.70065558,22h53m51.86s -10d42m02.36s,49.01323794,,,,,,,,
Gaia DR3 2751479646092164352,8.126778367,10.84570549,00h32m30.43s +10d50m44.54s,49.01343626,,,,,,,,
Gaia DR3 4056289263249623936,268.6848095,-29.96569963,17h54m44.35s -29d57m56.52s,49.0135562,,,,,,,,
Gaia DR3 2128876062969201920,293.1488673,48.04935337,19h32m35.73s +48d02m57.67s,49.0135616,,,,,,,,
Gaia DR3 709910784966516992,130.692273,31.86230038,08h42m46.15s +31d51m44.28s,49.01414638,,,,,,,,
Gaia DR3 239743188975393792,49.5638657,42.8109561,03h18m15.33s +42d48m39.44s,49.01504101,,,,,,,,
Gaia DR3 3415532957864830080,78.90523564,22.89403082,05h15m37.26s +22d53m38.51s,49.0151486,,,,,,,,
Gaia DR3 1334912329934073088,259.644811,34.00937987,17h18m34.75s +34d00m33.77s,49.01591336,,,,,,,,
Gaia DR3 2673371989322576384,326.6375233,-2.877754989,21h46m33.01s -02d52m39.92s,49.01591629,,,,,,,,
Gaia DR3 2795130360793730176,9.563679557,18.78563728,00h38m15.28s +18d47m08.29s,49.01610756,,,,,,,,
Gaia DR3 5720736184455761920,122.7140889,-17.75574035,08h10m51.38s -17d45m20.67s,49.01931218,,,,,,,,
Gaia DR3 6817667125294752000,324.5134972,-21.99430041,21h38m03.24s -21d59m39.48s,49.01965341,,,,,,,,
Gaia DR3 4096755143719884544,277.6943694,-17.20772715,18h30m46.65s -17d12m27.82s,49.01969019,,,,,,,,
Gaia DR3 2740623545020479616,3.904797664,3.501171977,00h15m37.15s +03d30m04.22s,49.01979781,,,,,,,,
Gaia DR3 5647267096665135360,128.6710345,-26.0189075,08h34m41.05s -26d01m08.07s,49.02030799,,,,,,,,
Gaia DR3 2587823215812953344,25.23444169,13.87088986,01h40m56.27s +13d52m15.20s,49.02051984,,,,,,,,
Gaia DR3 2438131510919314688,350.255982,-8.502873802,23h21m01.44s -08d30m10.35s,49.0206223,,,,,,,,
Gaia DR3 3600695560704570496,180.2763506,-4.017159968,12h01m06.32s -04d01m01.78s,49.02089804,,,,,,,,
Gaia DR3 2021376231365638016,292.900481,24.90114918,19h31m36.12s +24d54m04.14s,49.02115822,,,,,,,,
Gaia DR3 2131924905633445504,285.645313,48.79921458,19h02m34.88s +48d47m57.17s,49.02162067,,,,,,,,
Gaia DR3 1860337532067328256,306.1875604,28.86826317,20h24m45.01s +28d52m05.75s,49.02205178,,,,,,,,
Gaia DR3 4116956432267732736,265.4193829,-22.48855877,17h41m40.65s -22d29m18.81s,49.02317578,,,,,,,,
Gaia DR3 3528457578039228160,188.3926199,-12.82983369,12h33m34.23s -12d49m47.40s,49.02346432,,,,,,,,
Gaia DR3 4562675772953317248,250.2618845,18.93752747,16h41m02.85s +18d56m15.10s,49.02377278,,,,,,,,
Gaia DR3 1888906073955129216,341.3602885,31.58825509,22h45m26.47s +31d35m17.72s,49.02390787,,,,,,,,
Gaia DR3 4312045258536253824,283.158558,11.14813518,18h52m38.05s +11d08m53.29s,49.02403468,,,,,,,,
Gaia DR3 4119092478426790912,266.9554809,-19.79294264,17h47m49.32s -19d47m34.59s,49.02420467,,,,,,,,
Gaia DR3 191335059259282432,84.12991061,40.78347446,05h36m31.18s +40d47m00.51s,49.02585398,,,,,,,,
Gaia DR3 2028107269725807232,295.8490588,27.20244127,19h43m23.77s +27d12m08.79s,49.02638708,,,,,,,,
Gaia DR3 4269205605476785280,285.909265,3.484644398,19h03m38.22s +03d29m04.72s,49.02649617,,,,,,,,
Gaia DR3 4603363406898854656,271.6513199,32.51885592,18h06m36.32s +32d31m07.88s,49.02677246,,,,,,,,
Gaia DR3 1625739061060921088,248.831406,62.5829001,16h35m19.54s +62d34m58.44s,49.02747976,,,,,,,,
Gaia DR3 6049475936226078720,243.4184108,-25.57694874,16h13m40.42s -25d34m37.02s,49.02836383,,,,,,,,
Gaia DR3 4145158737939362048,270.8923415,-15.88527625,18h03m34.16s -15d53m06.99s,49.02840731,,,,,,,,
Gaia DR3 3485115551228216320,172.9913614,-26.74975705,11h31m57.93s -26d44m59.13s,49.02891107,,,,,,,,
Gaia DR3 2087270925231809024,297.2379261,50.25527285,19h48m57.10s +50d15m18.98s,49.03008732,,,,,,,,
Gaia DR3 1365925940889367296,260.1892655,48.41620896,17h20m45.42s +48d24m58.35s,49.03037904,,,,,,,,
Gaia DR3 5126015159647822848,39.83140427,-22.15327499,02h39m19.54s -22d09m11.79s,49.03083536,,,,,,,,
Gaia DR3 3563874359398147712,163.9360931,-14.16205354,10h55m44.66s -14d09m43.39s,49.03363275,,,,,,,,
Gaia DR3 1204278765027662464,238.7902037,20.43157435,15h55m09.65s +20d25m53.67s,49.03381021,,,,,,,,
Gaia DR3 1771692048463546240,322.9733109,15.00050738,21h31m53.59s +15d00m01.83s,49.03546762,,,,,,,,
Gaia DR3 4290741052496825472,296.3501841,5.257532162,19h45m24.04s +05d15m27.12s,49.03549134,,,,,,,,
Gaia DR3 4100609962786851200,283.9369254,-16.34943923,18h55m44.86s -16d20m57.98s,49.03554124,,,,,,,,
Gaia DR3 1858076145882838400,311.6634959,28.69633995,20h46m39.24s +28d41m46.82s,49.03562435,,,,,,,,
Gaia DR3 4266084641716614656,283.0526722,-0.589397201,18h52m12.64s -00d35m21.83s,49.03621446,,,,,,,,
Gaia DR3 4288608133070687360,291.3533976,1.758005356,19h25m24.82s +01d45m28.82s,49.03633384,,,,,,,,
Gaia DR3 1515141114863799296,191.5256169,34.40096638,12h46m06.15s +34d24m03.48s,49.03664407,,,,,,,,
Gaia DR3 5684873108747501568,145.9046975,-16.81102086,09h43m37.13s -16d48m39.68s,49.03676814,,,,,,,,
Gaia DR3 2137521355398050176,298.7544033,52.85519945,19h55m01.06s +52d51m18.72s,49.03732724,,,,,,,,
Gaia DR3 2154336770834220416,279.5297663,58.41930519,18h38m07.14s +58d25m09.50s,49.03776035,,,,,,,,
Gaia DR3 410672476356699904,20.13818628,53.64159441,01h20m33.16s +53d38m29.74s,49.03783485,,,,,,,,
Gaia DR3 5728453626505324544,123.9421622,-10.45466534,08h15m46.12s -10d27m16.80s,49.0378424,,,,,,,,
Gaia DR3 WD_Unknown_ID,210.9269852,-15.24013655,14h03m42.48s -15d14m24.49s,49.0383578,,,,,,,,
Gaia DR3 3039298667459828352,119.2865016,-9.195924542,07h57m08.76s -09d11m45.33s,49.03836983,,,,,,,,
Gaia DR3 2019559116594866816,293.4324252,23.59432078,19h33m43.78s +23d35m39.55s,49.0386434,,,,,,,,
Gaia DR3 1246302550413559424,211.9781233,19.88403188,14h07m54.75s +19d53m02.51s,49.0387548,,,,,,,,
Gaia DR3 3424577231277753600,90.99534192,23.0054286,06h03m58.88s +23d00m19.54s,49.03944905,,,,,,,,
Gaia DR3 3821318547411001728,149.1945259,-6.85565764,09h56m46.69s -06d51m20.37s,49.03995213,,,,,,,,
Gaia DR3 4376972068658180992,264.7848867,2.782732041,17h39m08.37s +02d46m57.84s,49.04024586,,,,,,,,
Gaia DR3 2028032021861374592,295.9354744,26.74313849,19h43m44.51s +26d44m35.30s,49.0407593,,,,,,,,
Gaia DR3 1711291480998721280,269.5337221,83.57932797,17h58m08.09s +83d34m45.58s,49.04167313,,,,,,,,
Gaia DR3 4068261506071027456,264.7238681,-24.42086407,17h38m53.73s -24d25m15.11s,49.04197447,,,,,,,,
Gaia DR3 4506533609769524608,285.5441525,14.15003645,19h02m10.60s +14d09m00.13s,49.04260658,,,,,,,,
Gaia DR3 4067051802721998720,266.3804711,-26.34109444,17h45m31.31s -26d20m27.94s,49.04267433,,,,,,,,
Gaia DR3 4058795363859002112,263.2778052,-29.13168167,17h33m06.67s -29d07m54.05s,49.04282083,,,,,,,,
Gaia DR3 4124400714351358976,263.1900743,-17.04380258,17h32m45.62s -17d02m37.69s,49.04324039,,,,,,,,
Gaia DR3 2746388701097869440,358.2486926,7.017000787,23h52m59.69s +07d01m01.20s,49.04391527,,,,,,,,
Gaia DR3 226707379116417280,59.84315224,39.06157994,03h59m22.36s +39d03m41.69s,49.04503292,,,,,,,,
Gaia DR3 6304230551294074112,211.9827604,-12.29820522,14h07m55.86s -12d17m53.54s,49.04522453,,,,,,,,
Gaia DR3 149543000243089024,65.2535036,24.51847123,04h21m00.84s +24d31m06.50s,49.04631431,,,,,,,,
Gaia DR3 4320142337021967360,288.7570046,13.99131848,19h15m01.68s +13d59m28.75s,49.0465696,,,,,,,,
Gaia DR3 2723725704864208640,333.9792076,9.471729464,22h15m55.01s +09d28m18.23s,49.04719115,,,,,,,,
Gaia DR3 1749791739639015808,312.9518563,7.896627897,20h51m48.45s +07d53m47.86s,49.04766046,,,,,,,,
Gaia DR3 5746567771333631360,140.8326015,-5.139459308,09h23m19.82s -05d08m22.05s,49.0479052,,,,,,,,
Gaia DR3 2022140976031625856,289.5599124,22.39884501,19h18m14.38s +22d23m55.84s,49.04807125,,,,,,,,
Gaia DR3 4116368438382465024,263.9662591,-24.05022729,17h35m51.90s -24d03m00.82s,49.04862212,,,,,,,,
Gaia DR3 2066441502071859456,310.0224489,42.35298468,20h40m05.39s +42d21m10.74s,49.04881176,,,,,,,,
Gaia DR3 2965563111299497728,84.28352043,-20.04383157,05h37m08.04s -20d02m37.79s,49.04885516,,,,,,,,
Gaia DR3 6848093944932031744,305.3204766,-26.02917042,20h21m16.91s -26d01m45.01s,49.04887286,,,,,,,,
Gaia DR3 2146993510629733248,282.9639555,55.03217591,18h51m51.35s +55d01m55.83s,49.04953359,,,,,,,,
Gaia DR3 4068967014621103232,266.817436,-22.36759664,17h47m16.18s -22d22m03.35s,49.04955152,,,,,,,,
Gaia DR3 4123249147733251328,265.3633696,-18.14915799,17h41m27.21s -18d08m56.97s,49.05002456,,,,,,,,
Gaia DR3 4120302525339468160,266.7587376,-19.07620972,17h47m02.10s -19d04m34.35s,49.05033802,,,,,,,,
Gaia DR3 1644754534843388032,231.0158568,66.55370564,15h24m03.81s +66d33m13.34s,49.05044625,,,,,,,,
Gaia DR3 6901252171036324224,309.8051939,-11.44885672,20h39m13.25s -11d26m55.88s,49.05137194,,,,,,,,
Gaia DR3 3167334387034439552,109.3114943,14.29101222,07h17m14.76s +14d17m27.64s,49.05155526,,,,,,,,
Gaia DR3 1279459010743560064,219.42972,26.28134009,14h37m43.13s +26d16m52.82s,49.05210464,,,,,,,,
Gaia DR3 1264280252722565888,229.5740989,24.99547382,15h18m17.78s +24d59m43.71s,49.05218273,,,,,,,,
Gaia DR3 6269821506702694656,215.8037881,-27.17038975,14h23m12.91s -27d10m13.40s,49.05220879,,,,,,,,
Gaia DR3 4506315597211260800,284.4518663,13.74131869,18h57m48.45s +13d44m28.75s,49.05239948,,,,,,,,
Gaia DR3 4121563149712777472,264.0890628,-19.25574802,17h36m21.38s -19d15m20.69s,49.05297893,,,,,,,,
Gaia DR3 2346532399800608128,9.351804593,-26.19172877,00h37m24.43s -26d11m30.22s,49.05300266,,,,,,,,
Gaia DR3 4068966907237428864,266.8150328,-22.37178831,17h47m15.61s -22d22m18.44s,49.0531063,,,,,,,,
Gaia DR3 4173510435553739392,273.3553752,-4.8259364,18h13m25.29s -04d49m33.37s,49.05359373,,,,,,,,
Gaia DR3 5664691778978634496,144.135341,-22.42944242,09h36m32.48s -22d25m45.99s,49.05361437,,,,,,,,
Gaia DR3 1492697265043784576,215.9671401,43.057561,14h23m52.11s +43d03m27.22s,49.05362,,,,,,,,
Gaia DR3 4125267576193271168,264.2414197,-14.97654344,17h36m57.94s -14d58m35.56s,49.05376839,,,,,,,,
Gaia DR3 WD_Unknown_ID,357.9322849,10.36371444,23h51m43.75s +10d21m49.37s,49.05423436,,,,,,,,
Gaia DR3 1176557126249327616,217.9679552,10.56902497,14h31m52.31s +10d34m08.49s,49.05471513,,,,,,,,
Gaia DR3 4116640052028648960,263.989756,-23.11910489,17h35m57.54s -23d07m08.78s,49.05473246,,,,,,,,
Gaia DR3 WD_Unknown_ID,199.8025846,45.08687917,13h19m12.62s +45d05m12.77s,49.05519691,,,,,,,,
Gaia DR3 3096494330325519872,124.1573543,6.285750837,08h16m37.77s +06d17m08.70s,49.05592697,,,,,,,,
Gaia DR3 4008188004615066496,179.805958,29.60284764,11h59m13.43s +29d36m10.25s,49.05657077,,,,,,,,
Gaia DR3 4067877570310494720,265.739105,-25.86561706,17h42m57.39s -25d51m56.22s,49.05735956,,,,,,,,
Gaia DR3 1804438395254330368,309.0098781,14.39430498,20h36m02.37s +14d23m39.50s,49.05743043,,,,,,,,
Gaia DR3 WD_Unknown_ID,147.8351132,19.00172042,09h51m20.43s +19d00m06.19s,49.05760344,,,,,,,,
Gaia DR3 3939548723508478720,198.1625955,18.5988259,13h12m39.02s +18d35m55.77s,49.05784082,,,,,,,,
Gaia DR3 1090544874228569856,127.5679511,62.8809654,08h30m16.31s +62d52m51.48s,49.05839275,,,,,,,,
Gaia DR3 2046030610593494272,291.6200798,33.16732942,19h26m28.82s +33d10m02.39s,49.05865135,,,,,,,,
Gaia DR3 3514422449549653376,184.5322552,-21.23560089,12h18m07.74s -21d14m08.16s,49.05876329,,,,,,,,
Gaia DR3 6030151955005646720,255.1681667,-28.37686898,17h00m40.36s -28d22m36.73s,49.05910414,,,,,,,,
Gaia DR3 4262067404191514624,285.4842277,-1.520942248,19h01m56.21s -01d31m15.39s,49.05914742,,,,,,,,
Gaia DR3 5140730507877918592,25.56633641,-17.88862794,01h42m15.92s -17d53m19.06s,49.05924151,,,,,,,,
Gaia DR3 1835550622953545600,303.5684696,26.05105227,20h14m16.43s +26d03m03.79s,49.05943761,,,,,,,,
Gaia DR3 2071722696951378560,298.3991154,36.6005386,19h53m35.79s +36d36m01.94s,49.05960129,,,,,,,,
Gaia DR3 2104637264712943744,282.3785484,41.77632246,18h49m30.85s +41d46m34.76s,49.06035999,,,,,,,,
Gaia DR3 621832718099309952,151.3324289,15.66141204,10h05m19.78s +15d39m41.08s,49.06040015,,,,,,,,
Gaia DR3 4287415442146550784,281.0116751,9.314690062,18h44m02.80s +09d18m52.88s,49.06080617,,,,,,,,
Gaia DR3 641073419966182400,144.9808399,22.36100406,09h39m55.40s +22d21m39.61s,49.06159256,,,,,,,,
Gaia DR3 3378363554970786048,102.3757068,21.57623955,06h49m30.17s +21d34m34.46s,49.06182008,,,,,,,,
Gaia DR3 4099819654492889216,279.0328243,-16.53322723,18h36m07.88s -16d31m59.62s,49.06233404,,,,,,,,
Gaia DR3 1174086386182157696,223.0056937,9.52547475,14h52m01.37s +09d31m31.71s,49.06302931,,,,,,,,
Gaia DR3 1178997904624012800,218.9144094,11.83557505,14h35m39.46s +11d50m08.07s,49.06305382,,,,,,,,
Gaia DR3 4268537205453151872,286.2562117,2.599928432,19h05m01.49s +02d35m59.74s,49.06320622,,,,,,,,
Gaia DR3 2528126881250726144,7.203265853,-4.170047751,00h28m48.78s -04d10m12.17s,49.06325189,,,,,,,,
Gaia DR3 1586757804739479168,222.6105938,45.04303627,14h50m26.54s +45d02m34.93s,49.06343066,,,,,,,,
Gaia DR3 17285873272440192,48.66412278,12.26875024,03h14m39.39s +12d16m07.50s,49.06382845,,,,,,,,
Gaia DR3 WD_Unknown_ID,241.8513483,29.55666692,16h07m24.32s +29d33m24.00s,49.06410225,,,,,,,,
Gaia DR3 1645479181726198400,228.5848408,67.55188254,15h14m20.36s +67d33m06.78s,49.06414381,,,,,,,,
Gaia DR3 730560777270638464,163.8251029,27.69810372,10h55m18.02s +27d41m53.17s,49.06471396,,,,,,,,
Gaia DR3 561800796268938368,40.07271767,79.39217708,02h40m17.45s +79d23m31.84s,49.06524571,,,,,,,,
Gaia DR3 1974626062052823936,326.2399787,46.55106612,21h44m57.59s +46d33m03.84s,49.06559562,,,,,,,,
Gaia DR3 1182429102457313408,227.8590687,13.21781589,15h11m26.18s +13d13m04.14s,49.06594202,,,,,,,,
Gaia DR3 1206116392556743040,241.0818746,22.49384594,16h04m19.65s +22d29m37.85s,49.06610319,,,,,,,,
Gaia DR3 4119795238146189184,265.6900731,-19.72983403,17h42m45.62s -19d43m47.40s,49.06614746,,,,,,,,
Gaia DR3 4117293333726492288,265.6078073,-21.78818473,17h42m25.87s -21d47m17.47s,49.0661914,,,,,,,,
Gaia DR3 404365437138131584,16.6916793,50.9344438,01h06m46.00s +50d56m04.00s,49.06634974,,,,,,,,
Gaia DR3 4244514113310606080,303.9642545,3.877682103,20h15m51.42s +03d52m39.66s,49.0665888,,,,,,,,
Gaia DR3 5699886562076414080,125.0444033,-23.09127207,08h20m10.66s -23d05m28.58s,49.06685433,,,,,,,,
Gaia DR3 4468275995268525056,272.0353646,1.877382909,18h08m08.49s +01d52m38.58s,49.06713769,,,,,,,,
Gaia DR3 WD_Unknown_ID,24.31473954,8.881296231,01h37m15.54s +08d52m52.67s,49.06723192,,,,,,,,
Gaia DR3 2027982062820783744,296.9191892,27.38207589,19h47m40.61s +27d22m55.47s,49.06757595,,,,,,,,
Gaia DR3 1767381108184420736,326.9277206,13.81597877,21h47m42.65s +13d48m57.52s,49.06776287,,,,,,,,
Gaia DR3 334276930987728256,40.56199558,39.14913717,02h42m14.88s +39d08m56.89s,49.06832576,,,,,,,,
Gaia DR3 2048392365879646208,292.9316135,35.78738007,19h31m43.59s +35d47m14.57s,49.06909857,,,,,,,,
Gaia DR3 1388371135033614976,229.1508251,38.4423618,15h16m36.20s +38d26m32.50s,49.06916214,,,,,,,,
Gaia DR3 4504468280215133056,281.7877803,11.74515419,18h47m09.07s +11d44m42.56s,49.06942357,,,,,,,,
Gaia DR3 4107964733544463616,260.2749129,-27.66390557,17h21m05.98s -27d39m50.06s,49.06971013,,,,,,,,
Gaia DR3 4316962755579443840,296.2129552,13.61606256,19h44m51.11s +13d36m57.83s,49.07043417,,,,,,,,
Gaia DR3 6241863021954484096,236.2688206,-20.4169228,15h45m04.52s -20d25m00.92s,49.07077111,,,,,,,,
Gaia DR3 2269197489251449856,271.3723936,76.16243492,18h05m29.37s +76d09m44.77s,49.07092662,,,,,,,,
Gaia DR3 WD_Unknown_ID,180.8676105,4.449230437,12h03m28.23s +04d26m57.23s,49.07156597,,,,,,,,
Gaia DR3 6308998995785376256,227.6347443,-14.24608996,15h10m32.34s -14d14m45.92s,49.07158053,,,,,,,,
Gaia DR3 4110891805283736704,260.3902876,-24.666619,17h21m33.67s -24d39m59.83s,49.07202191,,,,,,,,
Gaia DR3 3398466338377566592,86.82451089,18.75053923,05h47m17.88s +18d45m01.94s,49.07250532,,,,,,,,
Gaia DR3 6261523286294346368,234.1117981,-16.77302147,15h36m26.83s -16d46m22.88s,49.07299396,,,,,,,,
Gaia DR3 2142227879342140160,294.0328361,57.52365314,19h36m07.88s +57d31m25.15s,49.07430121,,,,,,,,
Gaia DR3 6786692577071048576,323.2026324,-28.60896377,21h32m48.63s -28d36m32.27s,49.07626482,,,,,,,,
Gaia DR3 2443351408012708352,3.499931173,-6.349255962,00h13m59.98s -06d20m57.32s,49.07645605,,,,,,,,
Gaia DR3 2168492776890436224,315.2570395,48.43712903,21h01m01.69s +48d26m13.66s,49.07659508,,,,,,,,
Gaia DR3 92331802475693952,30.87677841,17.1897181,02h03m30.43s +17d11m22.99s,49.07663572,,,,,,,,
Gaia DR3 2086531812902590464,297.6974079,48.27270396,19h50m47.38s +48d16m21.73s,49.077037,,,,,,,,
Gaia DR3 3311514210073309056,63.60768077,14.6249328,04h14m25.84s +14d37m29.76s,49.07716539,,,,,,,,
Gaia DR3 4213958066708757888,294.576919,-1.965952928,19h38m18.46s -01d57m57.43s,49.07771563,,,,,,,,
Gaia DR3 3225408155967879296,75.16576976,-2.066046287,05h00m39.78s -02d03m57.77s,49.07795272,,,,,,,,
Gaia DR3 4105722348279782144,282.4567328,-12.31987419,18h49m49.62s -12d19m11.55s,49.07802145,,,,,,,,
Gaia DR3 2683909532669413760,331.7003245,3.526642988,22h06m48.08s +03d31m35.91s,49.07819002,,,,,,,,
Gaia DR3 1204279147281783168,238.7907307,20.43202228,15h55m09.78s +20d25m55.28s,49.07845523,,,,,,,,
Gaia DR3 4052799314621658752,275.8038961,-26.17616075,18h23m12.94s -26d10m34.18s,49.07888685,,,,,,,,
Gaia DR3 4322223815594534912,293.9394694,17.54538286,19h35m45.47s +17d32m43.38s,49.07949771,,,,,,,,
Gaia DR3 1654711883944191104,252.3722459,74.01111963,16h49m29.34s +74d00m40.03s,49.07991981,,,,,,,,
Gaia DR3 68230095278817792,54.8963547,24.22972921,03h39m35.13s +24d13m47.03s,49.08064118,,,,,,,,
Gaia DR3 2032516891133712000,294.4468062,30.3554332,19h37m47.23s +30d21m19.56s,49.08123091,,,,,,,,
Gaia DR3 329910907751707264,29.28555004,34.56158057,01h57m08.53s +34d33m41.69s,49.08153245,,,,,,,,
Gaia DR3 2016190006765111424,359.1342095,63.7633716,23h56m32.21s +63d45m48.14s,49.08169299,,,,,,,,
Gaia DR3 1859225032446027136,309.910649,30.00263076,20h39m38.56s +30d00m09.47s,49.08241886,,,,,,,,
Gaia DR3 2159044295508130944,272.3714035,61.67373269,18h09m29.14s +61d40m25.44s,49.08247384,,,,,,,,
Gaia DR3 4288537803003658112,293.8278574,3.271674953,19h35m18.69s +03d16m18.03s,49.08268672,,,,,,,,
Gaia DR3 5181063411882617856,45.10364709,-5.932228459,03h00m24.88s -05d55m56.02s,49.08299935,,,,,,,,
Gaia DR3 4068172583025024512,265.1398446,-24.93525501,17h40m33.56s -24d56m06.92s,49.08304227,,,,,,,,
Gaia DR3 6808729504509943040,312.6894996,-21.60334197,20h50m45.48s -21d36m12.03s,49.08368782,,,,,,,,
Gaia DR3 4109863865063739264,261.4448071,-25.9197912,17h25m46.75s -25d55m11.25s,49.08387946,,,,,,,,
Gaia DR3 4123844327118735104,265.9862453,-16.89767575,17h43m56.70s -16d53m51.63s,49.08552612,,,,,,,,
Gaia DR3 4266649481415677824,284.5367014,0.66085149,18h58m08.81s +00d39m39.07s,49.08582095,,,,,,,,
Gaia DR3 462086052390408576,50.21281573,59.57198099,03h20m51.08s +59d34m19.13s,49.08584668,,,,,,,,
Gaia DR3 1088075611631483136,115.5477738,62.56597544,07h42m11.47s +62d33m57.51s,49.08620627,,,,,,,,
Gaia DR3 3019891634392757376,93.28439357,-5.885328208,06h13m08.25s -05d53m07.18s,49.08635629,,,,,,,,
Gaia DR3 1929291101681941120,343.4790764,39.47589167,22h53m54.98s +39d28m33.21s,49.08646283,,,,,,,,
Gaia DR3 1022215621041121792,147.5849051,56.49272143,09h50m20.38s +56d29m33.80s,49.08685884,,,,,,,,
Gaia DR3 3180982766605328384,71.06064905,-12.07578209,04h44m14.56s -12d04m32.82s,49.08737709,,,,,,,,
Gaia DR3 5850333868501248,41.33761609,4.711337039,02h45m21.03s +04d42m40.81s,49.08754571,,,,,,,,
Gaia DR3 2485086670379653120,21.53052052,-2.391078316,01h26m07.32s -02d23m27.88s,49.0877256,,,,,,,,
Gaia DR3 4089857254480165888,276.8506878,-22.90040225,18h27m24.17s -22d54m01.45s,49.0880628,,,,,,,,
Gaia DR3 4059198747181765632,260.047766,-29.96224802,17h20m11.46s -29d57m44.09s,49.08848959,,,,,,,,
Gaia DR3 1816632047932408576,305.1273747,20.51619799,20h20m30.57s +20d30m58.31s,49.08867053,,,,,,,,
Gaia DR3 1087155045521269504,111.1951742,61.31697995,07h24m46.84s +61d19m01.13s,49.0887619,,,,,,,,
Gaia DR3 4124663428934979712,263.3347419,-16.08216666,17h33m20.34s -16d04m55.80s,49.08889609,,,,,,,,
Gaia DR3 WD_Unknown_ID,347.6435918,-5.85960238,23h10m34.46s -05d51m34.57s,49.08915081,,,,,,,,
Gaia DR3 4153621129191467392,275.2840484,-12.26607427,18h21m08.17s -12d15m57.87s,49.08936813,,,,,,,,
Gaia DR3 685113121267456896,136.5172001,20.8970684,09h06m04.13s +20d53m49.45s,49.08938282,,,,,,,,
Gaia DR3 935885953758658560,120.231889,51.73488409,08h00m55.65s +51d44m05.58s,49.08996139,,,,,,,,
Gaia DR3 2032516895491291136,294.4466988,30.35707605,19h37m47.21s +30d21m25.47s,49.0901431,,,,,,,,
Gaia DR3 4060902783969510528,265.4204298,-27.1667517,17h41m40.90s -27d10m00.31s,49.09105187,,,,,,,,
Gaia DR3 6338417666336674688,222.57243,-3.874604567,14h50m17.38s -03d52m28.58s,49.09157798,,,,,,,,
Gaia DR3 2739859869771809408,358.4269861,3.152185357,23h53m42.48s +03d09m07.87s,49.0927618,,,,,,,,
Gaia DR3 4160388485831203200,275.4803409,-7.180357335,18h21m55.28s -07d10m49.29s,49.09303346,,,,,,,,
Gaia DR3 4117981696710814336,264.5234263,-21.88160094,17h38m05.62s -21d52m53.76s,49.09338489,,,,,,,,
Gaia DR3 3553136288324444544,164.9400881,-18.29785735,10h59m45.62s -18d17m52.29s,49.09346974,,,,,,,,
Gaia DR3 2633992739855545216,349.7071164,-4.205195001,23h18m49.71s -04d12m18.70s,49.09375338,,,,,,,,
